geonlp_id,entry_id,body,body_kana,suffix,suffix_kana,hypernym,ne_class,latitude,longitude,railway_type,service_provider_type
"TiRXS1","eb03_1984","北熊本","キタクマモト","駅/","エキ/","熊本電気鉄道/菊池線","鉄道施設/鉄道駅","32.827605","130.721865","12","4"
"BeQQA4","eb03_1985","三ツ石","ミツイシ","駅/","エキ/","熊本電気鉄道/菊池線","鉄道施設/鉄道駅","32.8637","130.73845","12","4"
"jaPJi7","eb03_1986","堀川","ホリカワ","駅/","エキ/","熊本電気鉄道/菊池線","鉄道施設/鉄道駅","32.849","130.72533","12","4"
"16OC0a","eb03_1987","池田","イケダ","駅/","エキ/","熊本電気鉄道/菊池線","鉄道施設/鉄道駅","32.827165","130.7064","12","4"
"J2NuId","eb03_1988","藤崎宮前","ヒジサキグウマエ","駅/","エキ/","熊本電気鉄道/藤崎線","鉄道施設/鉄道駅","32.80901","130.71325","12","4"
"qYMnqg","eb03_1989","黒髪町","クロカミマチ","駅/","エキ/","熊本電気鉄道/藤崎線","鉄道施設/鉄道駅","32.81836","130.717245","12","4"
"8ULg8j","eb03_1990","北熊本","キタクマモト","駅/","エキ/","熊本電気鉄道/藤崎線","鉄道施設/鉄道駅","32.827605","130.721865","12","4"
"QQK8Qm","eb03_1991","御岳山","ミタケサン","駅/","エキ/","御岳登山鉄道/御岳登山鉄道","鉄道施設/鉄道駅","35.78963","139.153765","13","4"
"yMJ1yp","eb03_1992","滝本","タキモト","駅/","エキ/","御岳登山鉄道/御岳登山鉄道","鉄道施設/鉄道駅","35.79603","139.16155","13","4"
"gIHUgs","eb03_1993","安東","アンドウ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.47488","132.45349","24","5"
"YEGMYv","eb03_1994","城北","シロキタ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.40538","132.45895","24","5"
"GAFFGy","eb03_1995","大町","オオマチ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.461515","132.47072","24","5"
"owEyoB","eb03_1996","上安","カミヤス","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.47571","132.44501","24","5"
"6sDr6E","eb03_1997","西原","ニシハラ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.44333","132.47477","24","5"
"OoCjOH","eb03_1998","伴中央","バンチュウオウ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.455615","132.40504","24","5"
"wkBcwK","eb03_1999","県庁前","ケンチョウマエ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.39664","132.458146666667","24","5"
"egA5eN","eb03_2000","毘沙門台","ビシャモンダイ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.46945","132.462866666667","24","5"
"WcyXWQ","eb03_2001","大塚","オオツカ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.441805","132.40294","24","5"
"E8xQET","eb03_2002","本通","ホンドオリ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.393465","132.45708","16","5"
"m4wJmW","eb03_2003","古市","フルイチ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.457525","132.475365","24","5"
"40vC4Z","eb03_2004","牛田","ウシダ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.41704","132.464645","24","5"
"LWuuN2","eb03_2005","長楽寺","チョウラクジ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.472925","132.43091","24","5"
"tStnv5","eb03_2006","不動院前","フドウインマエ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.42665","132.46906","24","5"
"bOsgd8","eb03_2007","中筋","ナカスジ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.451765","132.47694","24","5"
"TKr8Vb","eb03_2008","広域公園前","コウイキコウエンマエ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.43544","132.40012","24","5"
"BGq1De","eb03_2009","祗園新橋北","ギオンシンバシキタ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.4354","132.471065","24","5"
"jCoUlh","eb03_2010","白島","シラシマ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.410995","132.46281","24","5"
"1ynN3k","eb03_2011","大原","オオハラ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.46284","132.412335","24","5"
"JumFLn","eb03_2012","伴","トモ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.469885","132.419185","24","5"
"rqlytq","eb03_2013","高取","タカトリ","駅/","エキ/","広島高速交通/","鉄道施設/鉄道駅","34.47524","132.43841","24","5"
"9mkrbt","eb03_2014","広大附属学校前","コウダイフゾクガッコウマエ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.37156","132.4646","21","4"
"RijjTw","eb03_2015","広電本社前","ヒロデンホンシャマエ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.377345","132.45834","21","4"
"zeicBz","eb03_2016","宇品4丁目","ウジナヨンチョウメ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.36015","132.464105","21","4"
"hah5jC","eb03_2017","市役所前","シヤクショマエ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.38577","132.45445","21","4"
"Z6fY1F","eb03_2018","御幸橋","ミユキバシ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.375955","132.459335","21","4"
"H2eQJI","eb03_2019","日赤病院前","ニッセキビョウインマエ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.38074","132.455935","21","4"
"oYdJrL","eb03_2020","袋町","フクロマチ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.391105","132.456305","21","4"
"6UcC9O","eb03_2021","広島港(宇品)","ヒロシマコウ""ウジナ""","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.352695","132.455775","21","4"
"OQbuRR","eb03_2022","県病院前","ケンビョウインマエ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.3685","132.46486","21","4"
"wManzU","eb03_2023","本通","ホンドオリ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.39329","132.45705","21","4"
"eI9ghX","eb03_2024","海岸通","カイガンドオリ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.355145","132.463095","21","4"
"WE8900","eb03_2025","宇品5丁目","ウジナゴチョウメ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.357985","132.463915","21","4"
"EA71I3","eb03_2026","中電前","チュウデンマエ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.38914","132.455625","21","4"
"mw5Uq6","eb03_2027","宇品2丁目","ウジナニチョウメ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.36634","132.46465","21","4"
"4s4N89","eb03_2028","宇品3丁目","ウジナサンチョウメ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.36414","132.46446","21","4"
"Mo3FQc","eb03_2029","皆実町6丁目","ミナミマチロクチョウメ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.374145","132.46397","21","4"
"uk2yyf","eb03_2030","元宇品口","モトウジナクチ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.35394","132.45971","21","4"
"cg1rgi","eb03_2031","鷹野橋","タカノバシ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.38345","132.45403","21","4"
"Uc0jYl","eb03_2032","紙屋町東","カミヤマチヒガシ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.394975","132.458305","21","4"
"C7ZcGo","eb03_2033","紙屋町西","カミヤマチニシ","駅/","エキ/","広島電鉄/宇品線","鉄道施設/鉄道駅","34.39532","132.45692","21","4"
"k3Y5or","eb03_2034","横川1丁目","ヨコカワイチチョウメ","駅/","エキ/","広島電鉄/横川線","鉄道施設/鉄道駅","34.407105","132.45007","21","4"
"1ZWY6u","eb03_2035","別院前","ベツインマエ","駅/","エキ/","広島電鉄/横川線","鉄道施設/鉄道駅","34.4046","132.449435","21","4"
"JVVQOx","eb03_2036","横川駅","ヨコガワエキ","駅/","エキ/","広島電鉄/横川線","鉄道施設/鉄道駅","34.409605","132.45065","21","4"
"rRUJwA","eb03_2037","寺町","テラマチ","駅/","エキ/","広島電鉄/横川線","鉄道施設/鉄道駅","34.40081","132.44814","21","4"
"9NTCeD","eb03_2038","十日市町","トオカイチマチ","駅/","エキ/","広島電鉄/横川線","鉄道施設/鉄道駅","34.396865","132.44693","21","4"
"RJSuWG","eb03_2039","比治山下","ヒジヤマシタ","駅/","エキ/","広島電鉄/皆実線","鉄道施設/鉄道駅","34.3870433333333","132.471143333333","21","4"
"zFRnEJ","eb03_2040","比治山橋","ヒジヤマバシ","駅/","エキ/","広島電鉄/皆実線","鉄道施設/鉄道駅","34.383295","132.468865","21","4"
"hBQgmM","eb03_2041","的場町","マトバマチ","駅/","エキ/","広島電鉄/皆実線","鉄道施設/鉄道駅","34.393025","132.475275","21","4"
"ZxP94P","eb03_2042","南区役所前","ミナミクヤクショマエ","駅/","エキ/","広島電鉄/皆実線","鉄道施設/鉄道駅","34.380415","132.46713","21","4"
"HtO1MS","eb03_2043","皆実町2丁目","ミナミマチニチョウメ","駅/","エキ/","広島電鉄/皆実線","鉄道施設/鉄道駅","34.377395","132.466015","21","4"
"ppMUuV","eb03_2044","皆実町6丁目","ミナミマチロクチョウメ","駅/","エキ/","広島電鉄/皆実線","鉄道施設/鉄道駅","34.374635","132.464855","21","4"
"7lLNcY","eb03_2045","段原1丁目","ダンバライチチョウメ","駅/","エキ/","広島電鉄/皆実線","鉄道施設/鉄道駅","34.3899633333333","132.473606666667","21","4"
"PhKFV1","eb03_2046","広電阿品","ヒロデンアジナ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.321565","132.31438","12","4"
"xdJyD4","eb03_2047","東高須","ヒガシタカス","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.39186","132.420275","12","4"
"f9Irl7","eb03_2048","広電西広島（己斐）","ヒロデンニシヒロトウコイ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.3967365","132.427773","12","4"
"X5Hk3a","eb03_2049","阿品東","アジナヒガシ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.3269766666667","132.318443333333","12","4"
"F1GcLd","eb03_2050","山陽女子大前","サンヨウジョシダイマエ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.36203","132.341315","12","4"
"mXF5tg","eb03_2051","草津南","クサツミナミ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.378095","132.39847","12","4"
"4TDYbj","eb03_2052","地御前","ジゴゼン","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.340885","132.32005","12","4"
"MPCQTm","eb03_2053","井口","イグチ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.3717566666667","132.38585","12","4"
"uLBJBp","eb03_2054","広電宮島口","ヒロデンミヤジマグチ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.312225","132.30427","12","4"
"cHACjs","eb03_2055","鈴峯女子大前","スズミネジョシダイマエ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.368185","132.374235","12","4"
"UDzv1v","eb03_2056","広電廿日市","ヒロデンハツカイチ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.356975","132.33647","12","4"
"CzynJy","eb03_2057","宮内","クナイ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.347585","132.32524","12","4"
"kvxgrB","eb03_2058","草津","クサツ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.381495","132.40392","12","4"
"2rw99E","eb03_2059","楽々園","ラクラクエン","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.364325","132.351985","12","4"
"Knv1RH","eb03_2060","広電五日市","ヒロデンゴニチシ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.366505","132.367885","12","4"
"sjtUzK","eb03_2061","高須","タカス","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.38972","132.417063333333","12","4"
"afsNhN","eb03_2062","廿日市市役所前（平良）","ハツカイチシヤクショマエタイラ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.35315","132.32992","12","4"
"SbrFZQ","eb03_2063","競艇場前","キョウテイジョウマエ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.31435","132.30505","12","4"
"A7qyHT","eb03_2064","ＪＡ広島病院前","ジェイエイヒロシマビョウインマエ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.34433","132.32273","12","4"
"i3prpW","eb03_2065","古江","フルエ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.3862133333333","132.411456666667","12","4"
"ZZok7Z","eb03_2066","商工センター入口","ショウコウセンターイリグチ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.37548","132.39201","12","4"
"HVncQ2","eb03_2067","佐伯区役所前","サエキクヤクショマエ","駅/","エキ/","広島電鉄/宮島線","鉄道施設/鉄道駅","34.36548","132.361785","12","4"
"pRm5y5","eb03_2068","江波","エナミ","駅/","エキ/","広島電鉄/江波線","鉄道施設/鉄道駅","34.37221","132.435815","21","4"
"7NkYg8","eb03_2069","舟入川口町","フナイリカワグチチョウ","駅/","エキ/","広島電鉄/江波線","鉄道施設/鉄道駅","34.379665","132.43919","21","4"
"PJjQYb","eb03_2070","舟入町","フナイリマチ","駅/","エキ/","広島電鉄/江波線","鉄道施設/鉄道駅","34.3894033333333","132.44503","21","4"
"xFiJGe","eb03_2071","舟入幸町","フナイリサイワイチョウ","駅/","エキ/","広島電鉄/江波線","鉄道施設/鉄道駅","34.383355","132.44128","21","4"
"fBhCoh","eb03_2072","舟入南町","フナイリミナミマチ","駅/","エキ/","広島電鉄/江波線","鉄道施設/鉄道駅","34.374965","132.43722","21","4"
"Xxgv6k","eb03_2073","舟入本町","フナイリホンマチ","駅/","エキ/","広島電鉄/江波線","鉄道施設/鉄道駅","34.385805","132.442785","21","4"
"FtfnOn","eb03_2074","土橋","ドバシ","駅/","エキ/","広島電鉄/江波線","鉄道施設/鉄道駅","34.39451","132.446335","21","4"
"npegwq","eb03_2075","白島","シラシマ","駅/","エキ/","広島電鉄/白島線","鉄道施設/鉄道駅","34.404065","132.465695","21","4"
"5ld9et","eb03_2076","家庭裁判所前","カテイサイバンショマエ","駅/","エキ/","広島電鉄/白島線","鉄道施設/鉄道駅","34.401315","132.465875","21","4"
"Nhc1Ww","eb03_2077","八丁堀","ハッチョウボリ","駅/","エキ/","広島電鉄/白島線","鉄道施設/鉄道駅","34.395265","132.46402","21","4"
"vdaUEz","eb03_2078","縮景園前","チヂミケイエンマエ","駅/","エキ/","広島電鉄/白島線","鉄道施設/鉄道駅","34.39944","132.465305","21","4"
"d99NmC","eb03_2079","女学院前","ジョガクインマエ","駅/","エキ/","広島電鉄/白島線","鉄道施設/鉄道駅","34.398155","132.464905","21","4"
"V58G4F","eb03_2080","八丁堀","ハッチョウボリ","駅/","エキ/","広島電鉄/白島線","鉄道施設/鉄道駅","34.393815","132.4631","21","4"
"D17yMI","eb03_2081","西観音町","ニシカンノンマチ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.39394","132.43686","21","4"
"kX6ruL","eb03_2082","十日市町","トオカイチマチ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.396865","132.44693","21","4"
"2T5kcO","eb03_2083","土橋","ドバシ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.39451","132.446335","21","4"
"KP4cUR","eb03_2084","的場町","マトバマチ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.39322","132.47463","21","4"
"sL35CU","eb03_2085","小網町","コアミチョウ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.394455","132.444495","21","4"
"aH1YkX","eb03_2086","胡町","エビスチョウ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.3932966666667","132.4652","21","4"
"SD0R30","eb03_2087","天満町","テンマチョウ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.39515","132.44104","21","4"
"AyZJL3","eb03_2088","本川町","ホンカワチョウ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.396785","132.450495","21","4"
"iuYCt6","eb03_2089","十日市町","トオカイチマチ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.39728","132.4477","21","4"
"0qXvb9","eb03_2090","福島町","フクシママチ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.39483","132.43406","21","4"
"ImWnTc","eb03_2091","観音町","カンノンマチ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.395545","132.43871","21","4"
"qiVgBf","eb03_2092","紙屋町西","カミヤマチニシ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.39532","132.45692","21","4"
"8eU9ji","eb03_2093","銀山町","カナヤマチョウ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.3931633333333","132.467233333333","21","4"
"QaT21l","eb03_2094","原爆ドーム前","ゲンバクドームマエ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.39608","132.453845","21","4"
"y6RUJo","eb03_2095","広島駅","ヒロシマエキ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.39633","132.475435","21","4"
"g2QNrr","eb03_2096","八丁堀","ハッチョウボリ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.393815","132.4631","21","4"
"XYPG9u","eb03_2097","紙屋町東","カミヤマチヒガシ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.394975","132.458305","21","4"
"FUOyRx","eb03_2098","猿猴橋町","エンコウバシチョウ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.395255","132.47596","21","4"
"nQNrzA","eb03_2099","広電西広島（己斐）","ヒロデンニシヒロトウコイ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.3967365","132.427773","21","4"
"5MMkhD","eb03_2100","稲荷町","イナリチョウ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.392625","132.47113","21","4"
"NILcZG","eb03_2101","立町","タテマチ","駅/","エキ/","広島電鉄/本線","鉄道施設/鉄道駅","34.394325","132.460975","21","4"
"vEK5HJ","eb03_2102","津軽尾上","ツガルオノエ","駅/","エキ/","弘南鉄道/弘南線","鉄道施設/鉄道駅","40.613905","140.576105","12","4"
"dAIYpM","eb03_2103","黒石","クロイシ","駅/","エキ/","弘南鉄道/弘南線","鉄道施設/鉄道駅","40.648345","140.591025","12","4"
"VwHR7P","eb03_2104","館田","タテダ","駅/","エキ/","弘南鉄道/弘南線","鉄道施設/鉄道駅","40.58514","140.5387","12","4"
"DsGJPS","eb03_2105","平賀","ヒラガ","駅/","エキ/","弘南鉄道/弘南線","鉄道施設/鉄道駅","40.58497","140.561085","12","4"
"loFCxV","eb03_2106","弘前","ヒロサキ","駅/","エキ/","弘南鉄道/弘南線","鉄道施設/鉄道駅","40.598555","140.48584","12","4"
"3kEvfY","eb03_2107","尾上高校前","オガミコウコウマエ","駅/","エキ/","弘南鉄道/弘南線","鉄道施設/鉄道駅","40.6266533333333","140.577026666667","12","4"
"LgDnY1","eb03_2108","田舎館","イナカダテ","駅/","エキ/","弘南鉄道/弘南線","鉄道施設/鉄道駅","40.63687","140.571265","12","4"
"tcCgG4","eb03_2109","新里","ニイサト","駅/","エキ/","弘南鉄道/弘南線","鉄道施設/鉄道駅","40.58739","140.52005","12","4"
"b8B9o7","eb03_2110","弘前東高前","ヒロサキヒガシダカマエ","駅/","エキ/","弘南鉄道/弘南線","鉄道施設/鉄道駅","40.592005","140.489095","12","4"
"T4A26a","eb03_2111","境松","サカイマツ","駅/","エキ/","弘南鉄道/弘南線","鉄道施設/鉄道駅","40.64886","140.575765","12","4"
"B0yUOd","eb03_2112","運動公園前","ウンドウコウエンマエ","駅/","エキ/","弘南鉄道/弘南線","鉄道施設/鉄道駅","40.5894","140.50302","12","4"
"iWxNwg","eb03_2113","柏農高校前","ハクノウコウコウマエ","駅/","エキ/","弘南鉄道/弘南線","鉄道施設/鉄道駅","40.601865","140.56445","12","4"
"0SwGej","eb03_2114","弘高下","ヒロコウゲ","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.592975","140.46825","12","4"
"IOvyWm","eb03_2115","弘前学院大前","ヒロサキガクインダイマエ","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.58337","140.47066","12","4"
"qKurEp","eb03_2116","中央弘前","チュウオウヒロサキ","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.59916","140.47229","12","4"
"8Gtkms","eb03_2117","鯖石","サバイシ","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.535575","140.552745","12","4"
"QCsd4v","eb03_2118","石川","イシカワ","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.5508666666667","140.541536666667","12","4"
"yyr5My","eb03_2119","津軽大沢","ツガルオオサワ","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.557835","140.516525","12","4"
"gupYuB","eb03_2120","石川プール前","イシカワプールマエ","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.54317","140.550465","12","4"
"YqoRcE","eb03_2121","宿川原","シュクガワラ","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.52529","140.5576","12","4"
"GmnJUH","eb03_2122","聖愛中高前","ヒジリアイチュウコウマエ","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.57716","140.472705","12","4"
"oimCCK","eb03_2123","千年","センネン","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.56729","140.480305","12","4"
"6elvkN","eb03_2124","義塾高校前","ギジュクコウコウマエ","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.555805","140.527525","12","4"
"Oako2Q","eb03_2125","松木平","マツキタイ","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.560675","140.497145","12","4"
"w6jgKT","eb03_2126","大鰐","オオワニ","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.521815","140.56693","12","4"
"e2i9sW","eb03_2127","小栗山","コグリヤマ","駅/","エキ/","弘南鉄道/大鰐線","鉄道施設/鉄道駅","40.564295","140.48667","12","4"
"VYh2aZ","eb03_2128","七里ヶ浜","シチリガハマ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.306292","139.510044","12","4"
"DUfUT2","eb03_2129","鎌倉","カマクラ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.318295","139.55009","12","4"
"lQeNB5","eb03_2130","柳小路","ヤナギコウジ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.32729","139.485225","12","4"
"3MdGj8","eb03_2131","鵠沼","クゲヌマ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.3214","139.48267","12","4"
"LIcz1b","eb03_2132","湘南海岸公園","ショウナンカイガンコウエン","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.3152","139.48332","12","4"
"tEbrJe","eb03_2133","由比ヶ浜","ユイガハマ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.31288","139.541575","12","4"
"bAakrh","eb03_2134","鎌倉高校前","カマクラコウコウマエ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.30676","139.500495","12","4"
"Tw9d9k","eb03_2135","和田塚","ワダヅカ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.3137425","139.54537","12","4"
"Bs85Rn","eb03_2136","極楽寺","ゴクラクジ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.309205","139.52853","12","4"
"jo6Yzq","eb03_2137","石上","イシガミ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.33246","139.48558","12","4"
"1k5Rht","eb03_2138","稲村ヶ崎","イナムラガサキ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.30433","139.522265","12","4"
"Jg4JZw","eb03_2139","長谷","ナガタニ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.311325","139.53626","12","4"
"rc3CHz","eb03_2140","藤沢","フジサワ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.337222","139.48723","12","4"
"982vpC","eb03_2141","腰越","コシゴエ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.30834","139.493355","12","4"
"R41o7F","eb03_2142","江ノ島","エノシマ","駅/","エキ/","江ノ島電鉄/江ノ島電鉄線","鉄道施設/鉄道駅","35.311025","139.487625","12","4"
"z00gPI","eb03_2143","栗熊","クリクマ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.234115","133.884485","12","4"
"gVZ9xL","eb03_2144","岡田","オカダ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.221275","133.86171","12","4"
"YRY2fO","eb03_2145","仏生山","ブツショウザン","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.28363","134.042725","12","4"
"GNWUXR","eb03_2146","瓦町","カワラマチ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.33882","134.05258","12","4"
"oJVNFU","eb03_2147","円座","エンザ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.28446","134.00907","12","4"
"6FUGnX","eb03_2148","片原町","カタハラマチ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.346025","134.054395","12","4"
"OBTz60","eb03_2149","畑田","ハタダ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.259005","133.971565","12","4"
"wxSrO3","eb03_2150","陶","スエ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.250395","133.9479","12","4"
"etRkw6","eb03_2151","高松築港","タカマツチッコウ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.35073","134.04936","12","4"
"WpQde9","eb03_2152","挿頭丘","カザシガオカ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.261995","133.97938","12","4"
"ElP5Wc","eb03_2153","三条","サンジョウ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.319845","134.049515","12","4"
"mhNYEf","eb03_2154","滝宮","タツノミヤ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.24817","133.9224","12","4"
"4dMRmi","eb03_2155","羽床","ハネユカ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.2411","133.90183","12","4"
