geonlp_id,entry_id,body,body_kana,suffix,suffix_kana,hypernym,ne_class,latitude,longitude,railway_type,service_provider_type
"M9LK4l","eb03_2156","岡本","オカモト","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.27032","133.98958","12","4"
"u5KCMo","eb03_2157","栗林公園","リツリンコウエン","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.32852","134.05108","12","4"
"c1Jvur","eb03_2158","一宮","イチノミヤ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.283305","134.02221","12","4"
"TXIocu","eb03_2159","太田","オオタ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.299085","134.04595","12","4"
"BTHgUx","eb03_2160","羽間","ハザマ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.209575","133.847345","12","4"
"jPG9CA","eb03_2161","琴電琴平","キンデンコトヒラ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.191415","133.81892","12","4"
"1LF2kD","eb03_2162","榎井","エノイ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.19433","133.82957","12","4"
"JHDV2G","eb03_2163","空港通り","クウコウドオリ","駅/","エキ/","高松琴平電気鉄道/琴平線","鉄道施設/鉄道駅","34.28118","134.03279","12","4"
"rDCNKJ","eb03_2164","松島二丁目","マツシマニチョウメ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.340015","134.064735","12","4"
"9zBGsM","eb03_2165","六万寺","ロクマンテラ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.3426","134.134255","12","4"
"RvAzaP","eb03_2166","春日川","カスガカワ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.34101","134.08383","12","4"
"zrzrSS","eb03_2167","原","ハラ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.326515","134.16367","12","4"
"hnykAV","eb03_2168","琴電志度","コトデンシド","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.32246","134.17251","12","4"
"ZjxdiY","eb03_2169","房前","フサザキ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.33235","134.15845","12","4"
"Hfw611","eb03_2170","潟元","カタモト","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.341375","134.09819","12","4"
"pbuYJ4","eb03_2171","沖松島","オキマツシマ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.341255","134.072235","12","4"
"77tRr7","eb03_2172","八栗","ヤクリ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.3446333333333","134.122446666667","12","4"
"P3sK9a","eb03_2173","琴電屋島","コトデンヤシマ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.341575","134.105825","12","4"
"wZrCRd","eb03_2174","塩屋","シオヤ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.3356","134.155015","12","4"
"eVqvzg","eb03_2175","古高松","フルタカマツ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.34092","134.11243","12","4"
"WRpohj","eb03_2176","瓦町","カワラマチ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.339585","134.053655","12","4"
"ENogZm","eb03_2177","今橋","イマハシ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.341665","134.05926","12","4"
"mJn9Hp","eb03_2178","大町","オオマチ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.33742","134.141465","12","4"
"4Fm2ps","eb03_2179","八栗新道","ヤクリシンミチ","駅/","エキ/","高松琴平電気鉄道/志度線","鉄道施設/鉄道駅","34.33687","134.147465","12","4"
"MBkV7v","eb03_2180","井戸","イド","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.26663","134.1559","12","4"
"uxjNPy","eb03_2181","林道","リンドウ","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.323325","134.07324","12","4"
"ctiGxB","eb03_2182","農学部前","ノウガクブマエ","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.27382","134.12578","12","4"
"UphzfE","eb03_2183","学園通り","ガクエンドオリ","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.27059","134.136835","12","4"
"ClgrXH","eb03_2184","高田","タカダ","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.288615","134.11197","12","4"
"khfkFK","eb03_2185","花園","ハナゾノ","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.33461","134.059115","12","4"
"2dednN","eb03_2186","西前田","ニシマエダ","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.296025","134.104765","12","4"
"K9d65Q","eb03_2187","平木","ヒラキ","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.272185","134.1313","12","4"
"s5bYNT","eb03_2188","公文明","クモンアキラ","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.26663","134.16234","12","4"
"a1aRvW","eb03_2189","水田","スイデン","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.30305","134.092535","12","4"
"RX9KdZ","eb03_2190","長尾","チョウビ","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.26665","134.16916","12","4"
"zT8CW2","eb03_2191","元山","モトヤマ","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.310375","134.083765","12","4"
"hP7vE5","eb03_2192","池戸","イケノベ","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.27903","134.119445","12","4"
"ZL6om8","eb03_2193","木太東口","キタヒガシグチ","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.31972","134.079585","12","4"
"HH5h4b","eb03_2194","白山","ハクサン","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.26672","134.150455","12","4"
"pD49Me","eb03_2195","瓦町","カワラマチ","駅/","エキ/","高松琴平電気鉄道/長尾線","鉄道施設/鉄道駅","34.33882","134.05258","12","4"
"7z32uh","eb03_2196","高尾山","タカオサン","駅/","エキ/","高尾登山電鉄/高尾登山電鉄","鉄道施設/鉄道駅","35.631075","139.256075","13","4"
"Pv1Vck","eb03_2197","清滝","キヨタキ","駅/","エキ/","高尾登山電鉄/高尾登山電鉄","鉄道施設/鉄道駅","35.63108","139.2667","13","4"
"xr0NUn","eb03_2198","猫又","ネコマタ","駅/","エキ/","黒部峡谷鉄道/本線","鉄道施設/鉄道駅","36.749565","137.641745","12","4"
"fmZGCq","eb03_2199","笹平","ササダイラ","駅/","エキ/","黒部峡谷鉄道/本線","鉄道施設/鉄道駅","36.783225","137.62391","12","4"
"XiYzkt","eb03_2200","欅平","ケヤキヒラタ","駅/","エキ/","黒部峡谷鉄道/本線","鉄道施設/鉄道駅","36.696786","137.658144","12","4"
"FeXs2w","eb03_2201","森石","モリセキ","駅/","エキ/","黒部峡谷鉄道/本線","鉄道施設/鉄道駅","36.791985","137.61323","12","4"
"naWkKz","eb03_2202","黒薙","クロナギ","駅/","エキ/","黒部峡谷鉄道/本線","鉄道施設/鉄道駅","36.78662","137.624845","12","4"
"56VdsC","eb03_2203","宇奈月","ウナヅキ","駅/","エキ/","黒部峡谷鉄道/本線","鉄道施設/鉄道駅","36.81516","137.58563","12","4"
"N2U6aF","eb03_2204","小屋平","コヤダイラ","駅/","エキ/","黒部峡谷鉄道/本線","鉄道施設/鉄道駅","36.71109","137.64709","12","4"
"uYSYSI","eb03_2205","鐘釣","ショウヒトシ","駅/","エキ/","黒部峡谷鉄道/本線","鉄道施設/鉄道駅","36.734405","137.65134","12","4"
"cURRAL","eb03_2206","柳橋","ヤナギハシ","駅/","エキ/","黒部峡谷鉄道/本線","鉄道施設/鉄道駅","36.80336","137.59201","12","4"
"UQQKiO","eb03_2207","出平","イデヒラ","駅/","エキ/","黒部峡谷鉄道/本線","鉄道施設/鉄道駅","36.76726","137.633695","12","4"
"CMPD0R","eb03_2208","トロッコ嵯峨","トロッコサガ","駅/","エキ/","嵯峨野観光鉄道/嵯峨野観光線","鉄道施設/鉄道駅","35.018605","135.680445","12","4"
"kIOvIU","eb03_2209","トロッコ保津峡","トロッコホヅキョウ","駅/","エキ/","嵯峨野観光鉄道/嵯峨野観光線","鉄道施設/鉄道駅","35.026065","135.646235","12","4"
"2ENoqX","eb03_2210","トロッコ嵐山","トロッコアラシヤマ","駅/","エキ/","嵯峨野観光鉄道/嵯峨野観光線","鉄道施設/鉄道駅","35.017015","135.67092","12","4"
"KAMh90","eb03_2211","トロッコ亀岡","トロッコカメオカ","駅/","エキ/","嵯峨野観光鉄道/嵯峨野観光線","鉄道施設/鉄道駅","35.01305","135.606645","12","4"
"swL9R3","eb03_2212","稲野","イナノ","駅/","エキ/","阪急電鉄/伊丹線","鉄道施設/鉄道駅","34.765065","135.41564","12","4"
"asK2z6","eb03_2213","新伊丹","シンイタミ","駅/","エキ/","阪急電鉄/伊丹線","鉄道施設/鉄道駅","34.772365","135.41559","12","4"
"SoIVh9","eb03_2214","塚口","ツカグチ","駅/","エキ/","阪急電鉄/伊丹線","鉄道施設/鉄道駅","34.75314","135.416242","12","4"
"AkHNZc","eb03_2215","伊丹","イタミ","駅/","エキ/","阪急電鉄/伊丹線","鉄道施設/鉄道駅","34.779915","135.41373","12","4"
"igGGHf","eb03_2216","烏丸","カラスマ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","35.0037","135.760375","12","4"
"0cFzpi","eb03_2217","河原町","カワラマチ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","35.00378","135.768723333333","12","4"
"I8Es7l","eb03_2218","桂","カツラ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.9787033333333","135.703236666667","12","4"
"q4DkPo","eb03_2219","西院","サイイン","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","35.003565","135.731965","12","4"
"80Cdxr","eb03_2220","西京極","ニシキョウゴク","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.9925366666667","135.71852","12","4"
"PWB6fu","eb03_2221","大宮","オオミヤ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","35.0036525","135.749515","12","4"
"xSzYXx","eb03_2222","水無瀬","ミナセ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.8778066666667","135.66777","12","4"
"fOyRFA","eb03_2223","茨木市","イバラギシ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.8165","135.57568","12","4"
"XKxKnD","eb03_2224","上牧","カンマキ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.872035","135.6617","12","4"
"FGwD5G","eb03_2225","高槻市","タカツキシ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.849825","135.623145","12","4"
"nCvvNJ","eb03_2226","富田","トミタ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.83516","135.59271","12","4"
"5yuovM","eb03_2227","長岡天神","ナガオカテンジン","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.92488","135.69246","12","4"
"NuthdP","eb03_2228","総持寺","ソウジジ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.827165","135.58479","12","4"
"vqs9VS","eb03_2229","東向日","ヒガシムコウ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.953915","135.70466","12","4"
"dmr2DV","eb03_2230","西向日","ニシムコウ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.93994","135.70272","12","4"
"VipVlY","eb03_2231","洛西口","ラクニシグチ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.96362","135.70314","12","4"
"DeoO41","eb03_2232","南茨木","ミナミイバラキ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.80219","135.56501","12","4"
"lanGM4","eb03_2233","大山崎","オオヤマザキ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.89145","135.68155","12","4"
"36mzu7","eb03_2234","淡路","アワジ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.73938","135.516975","12","4"
"L2lsca","eb03_2235","崇禅寺","タカシゼンテラ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.73101","135.510165","12","4"
"sYkkUd","eb03_2236","南方","ナンポウ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.72571","135.499295","12","4"
"aUjdCg","eb03_2237","相川","アイカワ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.7577975","135.533675","12","4"
"SQi6kj","eb03_2238","正雀","ショウジャク","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.7754966666667","135.545663333333","12","4"
"AMgZ2m","eb03_2239","上新庄","カミシンジョウ","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.750065","135.533015","12","4"
"iIfRKp","eb03_2240","十三","ジュウサン","駅/","エキ/","阪急電鉄/京都線","鉄道施設/鉄道駅","34.7209142857143","135.482408571429","12","4"
"0EeKss","eb03_2241","苦楽園口","クラクエングチ","駅/","エキ/","阪急電鉄/甲陽線","鉄道施設/鉄道駅","34.75006","135.32894","12","4"
"IAdDav","eb03_2242","甲陽園","キノエアキラエン","駅/","エキ/","阪急電鉄/甲陽線","鉄道施設/鉄道駅","34.7605628571429","135.33064","12","4"
"qwcvSy","eb03_2243","夙川","シュクガワ","駅/","エキ/","阪急電鉄/甲陽線","鉄道施設/鉄道駅","34.742665","135.32806","12","4"
"8sboAB","eb03_2244","門戸厄神","モンコヤクジン","駅/","エキ/","阪急電鉄/今津線","鉄道施設/鉄道駅","34.757045","135.35824","12","4"
"QoahiE","eb03_2245","仁川","ニガワ","駅/","エキ/","阪急電鉄/今津線","鉄道施設/鉄道駅","34.77508","135.35687","12","4"
"yk9a0H","eb03_2246","甲東園","コウトウエン","駅/","エキ/","阪急電鉄/今津線","鉄道施設/鉄道駅","34.766765","135.35981","12","4"
"gg82IK","eb03_2247","逆瀬川","サカセガワ","駅/","エキ/","阪急電鉄/今津線","鉄道施設/鉄道駅","34.79702375","135.35088875","12","4"
"Yc6VqN","eb03_2248","今津","イマヅ","駅/","エキ/","阪急電鉄/今津線","鉄道施設/鉄道駅","34.731945","135.35162","12","4"
"G85O8Q","eb03_2249","西宮北口","ニシノミヤキタグチ","駅/","エキ/","阪急電鉄/今津線","鉄道施設/鉄道駅","34.7464666666667","135.35677","12","4"
"o44GQT","eb03_2250","宝塚南口","タカラヅカミナミグチ","駅/","エキ/","阪急電鉄/今津線","鉄道施設/鉄道駅","34.80382125","135.34584375","12","4"
"603zyW","eb03_2251","阪神国道","ハンシンコクドウ","駅/","エキ/","阪急電鉄/今津線","鉄道施設/鉄道駅","34.73739","135.354855","12","4"
"NW2sgZ","eb03_2252","小林","コバヤシ","駅/","エキ/","阪急電鉄/今津線","鉄道施設/鉄道駅","34.78938","135.352335","12","4"
"vS1kZ2","eb03_2253","西宮北口","ニシノミヤキタグチ","駅/","エキ/","阪急電鉄/今津線","鉄道施設/鉄道駅","34.7456033333333","135.357203333333","12","4"
"dO0dH5","eb03_2254","宝塚","タカラヅカ","駅/","エキ/","阪急電鉄/今津線","鉄道施設/鉄道駅","34.810485","135.340895","12","4"
"VJZ6p8","eb03_2255","三宮","サンノミヤ","駅/","エキ/","阪急電鉄/神戸高速線","鉄道施設/地下鉄駅","34.693145","135.192855","12","4"
"DFXZ7b","eb03_2256","新開地","シンカイチ","駅/","エキ/","阪急電鉄/神戸高速線","鉄道施設/地下鉄駅","34.676455","135.16993","12","4"
"lBWRPe","eb03_2257","花隈","ハナクマ","駅/","エキ/","阪急電鉄/神戸高速線","鉄道施設/地下鉄駅","34.686465","135.181245","12","4"
"3xVKxh","eb03_2258","高速神戸","コウソクコウベ","駅/","エキ/","阪急電鉄/神戸高速線","鉄道施設/地下鉄駅","34.6799","135.175465","12","4"
"LtUDfk","eb03_2259","十三","ジュウサン","駅/","エキ/","阪急電鉄/神戸線","鉄道施設/鉄道駅","34.720245","135.4821","12","4"
"tpTvXn","eb03_2260","梅田","ウメダ","駅/","エキ/","阪急電鉄/神戸線","鉄道施設/鉄道駅","34.70554","135.49807","12","4"
"blSoFq","eb03_2261","梅田","ウメダ","駅/","エキ/","阪急電鉄/神戸線","鉄道施設/鉄道駅","34.70558","135.49834","12","4"
"ThRhnt","eb03_2262","中津","ナカツ","駅/","エキ/","阪急電鉄/神戸線","鉄道施設/鉄道駅","34.709875","135.492525","12","4"
"BdQa5w","eb03_2263","神崎川","カンザキガワ","駅/","エキ/","阪急電鉄/神戸線","鉄道施設/鉄道駅","34.731975","135.4731375","12","4"
"j9P2Nz","eb03_2264","西宮北口","ニシノミヤキタグチ","駅/","エキ/","阪急電鉄/神戸線","鉄道施設/鉄道駅","34.7459466666667","135.3567","12","4"
"15NVvC","eb03_2265","芦屋川","アシヤガワ","駅/","エキ/","阪急電鉄/神戸線","鉄道施設/鉄道駅","34.73639","135.30079","12","4"
"J1MOdF","eb03_2266","夙川","シュクガワ","駅/","エキ/","阪急電鉄/神戸線","鉄道施設/鉄道駅","34.7422566666667","135.328073333333","12","4"
"qXLGVI","eb03_2267","塚口","ツカグチ","駅/","エキ/","阪急電鉄/神戸線","鉄道施設/鉄道駅","34.75286","135.4161","12","4"
